Record Length,2500,Points,-6.20000E-9,4.28000,,Record Length,2500,Points,-6.20000E-9,160.00000E-3,
Sample Interval,20.0000E-12,s,-6.18000E-9,4.28000,,Sample Interval,20.0000E-12,s,-6.18000E-9,160.00000E-3,
Trigger Point,309.99998,Samples,-6.16000E-9,4.28000,,Trigger Point,309.99998,Samples,-6.16000E-9,160.00000E-3,
,,,-6.14000E-9,4.28000,,,,,-6.14000E-9,160.00000E-3,
,,,-6.12000E-9,4.28000,,,,,-6.12000E-9,160.00000E-3,
,,,-6.10000E-9,4.28000,,,,,-6.10000E-9,160.00000E-3,
Source,CH1,,-6.08000E-9,4.28000,,Source,CH2,,-6.08000E-9,160.00000E-3,
Vertical Units,Volts,,-6.06000E-9,4.28000,,Vertical Units,Volts,,-6.06000E-9,160.00000E-3,
Vertical Scale,1.000,,-6.04000E-9,4.28000,,Vertical Scale,1.000,,-6.04000E-9,160.00000E-3,
Vertical Offset,0,,-6.02000E-9,4.28000,,Vertical Offset,0,,-6.02000E-9,160.00000E-3,
Horizontal Units,s,,-6.00000E-9,4.28000,,Horizontal Units,s,,-6.00000E-9,160.00000E-3,
Horizontal Scale,5.00000E-9,,-5.98000E-9,4.28000,,Horizontal Scale,5.00000E-9,,-5.98000E-9,160.00000E-3,
Pt Fmt,Y,,-5.96000E-9,4.28000,,Pt Fmt,Y,,-5.96000E-9,160.00000E-3,
Yzero,-2.1600,,-5.94000E-9,4.28000,,Yzero,-600.000000E-3,,-5.94000E-9,160.00000E-3,
Probe Atten,1.000,,-5.92000E-9,4.28000,,Probe Atten,1.000,,-5.92000E-9,160.00000E-3,
,,,-5.90000E-9,4.28000,,,,,-5.90000E-9,160.00000E-3,
Note,TDS 1012B - 18:19:06   21/03/2017,,-5.88000E-9,4.28000,,Note,TDS 1012B - 18:19:06   21/03/2017,,-5.88000E-9,160.00000E-3,
,,,-5.86000E-9,4.28000,,,,,-5.86000E-9,160.00000E-3,
,,,-5.84000E-9,4.28000,,,,,-5.84000E-9,160.00000E-3,
,,,-5.82000E-9,4.28000,,,,,-5.82000E-9,160.00000E-3,
,,,-5.80000E-9,4.28000,,,,,-5.80000E-9,160.00000E-3,
,,,-5.78000E-9,4.28000,,,,,-5.78000E-9,120.0000E-3,
,,,-5.76000E-9,4.28000,,,,,-5.76000E-9,120.0000E-3,
,,,-5.74000E-9,4.28000,,,,,-5.74000E-9,120.0000E-3,
,,,-5.72000E-9,4.28000,,,,,-5.72000E-9,120.0000E-3,
,,,-5.70000E-9,4.28000,,,,,-5.70000E-9,120.0000E-3,
,,,-5.68000E-9,4.28000,,,,,-5.68000E-9,120.0000E-3,
,,,-5.66000E-9,4.28000,,,,,-5.66000E-9,120.0000E-3,
,,,-5.64000E-9,4.28000,,,,,-5.64000E-9,120.0000E-3,
,,,-5.62000E-9,4.28000,,,,,-5.62000E-9,120.0000E-3,
,,,-5.60000E-9,4.28000,,,,,-5.60000E-9,120.0000E-3,
,,,-5.58000E-9,4.28000,,,,,-5.58000E-9,120.0000E-3,
,,,-5.56000E-9,4.28000,,,,,-5.56000E-9,120.0000E-3,
,,,-5.54000E-9,4.28000,,,,,-5.54000E-9,120.0000E-3,
,,,-5.52000E-9,4.28000,,,,,-5.52000E-9,120.0000E-3,
,,,-5.50000E-9,4.28000,,,,,-5.50000E-9,120.0000E-3,
,,,-5.48000E-9,4.28000,,,,,-5.48000E-9,160.00000E-3,
,,,-5.46000E-9,4.28000,,,,,-5.46000E-9,160.00000E-3,
,,,-5.44000E-9,4.28000,,,,,-5.44000E-9,160.00000E-3,
,,,-5.42000E-9,4.28000,,,,,-5.42000E-9,160.00000E-3,
,,,-5.40000E-9,4.28000,,,,,-5.40000E-9,160.00000E-3,
,,,-5.38000E-9,4.28000,,,,,-5.38000E-9,160.00000E-3,
,,,-5.36000E-9,4.28000,,,,,-5.36000E-9,160.00000E-3,
,,,-5.34000E-9,4.28000,,,,,-5.34000E-9,160.00000E-3,
,,,-5.32000E-9,4.28000,,,,,-5.32000E-9,160.00000E-3,
,,,-5.30000E-9,4.28000,,,,,-5.30000E-9,160.00000E-3,
,,,-5.28000E-9,4.28000,,,,,-5.28000E-9,160.00000E-3,
,,,-5.26000E-9,4.28000,,,,,-5.26000E-9,160.00000E-3,
,,,-5.24000E-9,4.28000,,,,,-5.24000E-9,160.00000E-3,
,,,-5.22000E-9,4.28000,,,,,-5.22000E-9,160.00000E-3,
,,,-5.20000E-9,4.28000,,,,,-5.20000E-9,160.00000E-3,
,,,-5.18000E-9,4.28000,,,,,-5.18000E-9,160.00000E-3,
,,,-5.16000E-9,4.28000,,,,,-5.16000E-9,160.00000E-3,
,,,-5.14000E-9,4.28000,,,,,-5.14000E-9,160.00000E-3,
,,,-5.12000E-9,4.28000,,,,,-5.12000E-9,160.00000E-3,
,,,-5.10000E-9,4.28000,,,,,-5.10000E-9,160.00000E-3,
,,,-5.08000E-9,4.28000,,,,,-5.08000E-9,160.00000E-3,
,,,-5.06000E-9,4.28000,,,,,-5.06000E-9,160.00000E-3,
,,,-5.04000E-9,4.28000,,,,,-5.04000E-9,160.00000E-3,
,,,-5.02000E-9,4.28000,,,,,-5.02000E-9,160.00000E-3,
,,,-5.00000E-9,4.28000,,,,,-5.00000E-9,160.00000E-3,
,,,-4.98000E-9,4.28000,,,,,-4.98000E-9,160.00000E-3,
,,,-4.96000E-9,4.28000,,,,,-4.96000E-9,160.00000E-3,
,,,-4.94000E-9,4.28000,,,,,-4.94000E-9,160.00000E-3,
,,,-4.92000E-9,4.28000,,,,,-4.92000E-9,160.00000E-3,
,,,-4.90000E-9,4.28000,,,,,-4.90000E-9,160.00000E-3,
,,,-4.88000E-9,4.28000,,,,,-4.88000E-9,160.00000E-3,
,,,-4.86000E-9,4.28000,,,,,-4.86000E-9,160.00000E-3,
,,,-4.84000E-9,4.28000,,,,,-4.84000E-9,160.00000E-3,
,,,-4.82000E-9,4.28000,,,,,-4.82000E-9,160.00000E-3,
,,,-4.80000E-9,4.28000,,,,,-4.80000E-9,160.00000E-3,
,,,-4.78000E-9,4.28000,,,,,-4.78000E-9,160.00000E-3,
,,,-4.76000E-9,4.28000,,,,,-4.76000E-9,160.00000E-3,
,,,-4.74000E-9,4.28000,,,,,-4.74000E-9,160.00000E-3,
,,,-4.72000E-9,4.28000,,,,,-4.72000E-9,160.00000E-3,
,,,-4.70000E-9,4.28000,,,,,-4.70000E-9,160.00000E-3,
,,,-4.68000E-9,4.28000,,,,,-4.68000E-9,160.00000E-3,
,,,-4.66000E-9,4.28000,,,,,-4.66000E-9,160.00000E-3,
,,,-4.64000E-9,4.28000,,,,,-4.64000E-9,160.00000E-3,
,,,-4.62000E-9,4.28000,,,,,-4.62000E-9,160.00000E-3,
,,,-4.60000E-9,4.28000,,,,,-4.60000E-9,160.00000E-3,
,,,-4.58000E-9,4.28000,,,,,-4.58000E-9,160.00000E-3,
,,,-4.56000E-9,4.28000,,,,,-4.56000E-9,160.00000E-3,
,,,-4.54000E-9,4.28000,,,,,-4.54000E-9,160.00000E-3,
,,,-4.52000E-9,4.28000,,,,,-4.52000E-9,160.00000E-3,
,,,-4.50000E-9,4.28000,,,,,-4.50000E-9,160.00000E-3,
,,,-4.48000E-9,4.28000,,,,,-4.48000E-9,160.00000E-3,
,,,-4.46000E-9,4.28000,,,,,-4.46000E-9,160.00000E-3,
,,,-4.44000E-9,4.28000,,,,,-4.44000E-9,160.00000E-3,
,,,-4.42000E-9,4.28000,,,,,-4.42000E-9,160.00000E-3,
,,,-4.40000E-9,4.28000,,,,,-4.40000E-9,160.00000E-3,
,,,-4.38000E-9,4.28000,,,,,-4.38000E-9,160.00000E-3,
,,,-4.36000E-9,4.28000,,,,,-4.36000E-9,160.00000E-3,
,,,-4.34000E-9,4.28000,,,,,-4.34000E-9,160.00000E-3,
,,,-4.32000E-9,4.28000,,,,,-4.32000E-9,160.00000E-3,
,,,-4.30000E-9,4.28000,,,,,-4.30000E-9,160.00000E-3,
,,,-4.28000E-9,4.28000,,,,,-4.28000E-9,160.00000E-3,
,,,-4.26000E-9,4.28000,,,,,-4.26000E-9,160.00000E-3,
,,,-4.24000E-9,4.28000,,,,,-4.24000E-9,160.00000E-3,
,,,-4.22000E-9,4.28000,,,,,-4.22000E-9,199.99999E-3,
,,,-4.20000E-9,4.28000,,,,,-4.20000E-9,199.99999E-3,
,,,-4.18000E-9,4.28000,,,,,-4.18000E-9,199.99999E-3,
,,,-4.16000E-9,4.28000,,,,,-4.16000E-9,199.99999E-3,
,,,-4.14000E-9,4.28000,,,,,-4.14000E-9,199.99999E-3,
,,,-4.12000E-9,4.28000,,,,,-4.12000E-9,199.99999E-3,
,,,-4.10000E-9,4.28000,,,,,-4.10000E-9,199.99999E-3,
,,,-4.08000E-9,4.28000,,,,,-4.08000E-9,199.99999E-3,
,,,-4.06000E-9,4.28000,,,,,-4.06000E-9,199.99999E-3,
,,,-4.04000E-9,4.28000,,,,,-4.04000E-9,199.99999E-3,
,,,-4.02000E-9,4.28000,,,,,-4.02000E-9,199.99999E-3,
,,,-4.00000E-9,4.28000,,,,,-4.00000E-9,199.99999E-3,
,,,-3.98000E-9,4.28000,,,,,-3.98000E-9,199.99999E-3,
,,,-3.96000E-9,4.28000,,,,,-3.96000E-9,199.99999E-3,
,,,-3.94000E-9,4.28000,,,,,-3.94000E-9,199.99999E-3,
,,,-3.92000E-9,4.28000,,,,,-3.92000E-9,199.99999E-3,
,,,-3.90000E-9,4.28000,,,,,-3.90000E-9,199.99999E-3,
,,,-3.88000E-9,4.28000,,,,,-3.88000E-9,199.99999E-3,
,,,-3.86000E-9,4.28000,,,,,-3.86000E-9,199.99999E-3,
,,,-3.84000E-9,4.28000,,,,,-3.84000E-9,199.99999E-3,
,,,-3.82000E-9,4.28000,,,,,-3.82000E-9,199.99999E-3,
,,,-3.80000E-9,4.28000,,,,,-3.80000E-9,199.99999E-3,
,,,-3.78000E-9,4.28000,,,,,-3.78000E-9,199.99999E-3,
,,,-3.76000E-9,4.28000,,,,,-3.76000E-9,199.99999E-3,
,,,-3.74000E-9,4.28000,,,,,-3.74000E-9,199.99999E-3,
,,,-3.72000E-9,4.28000,,,,,-3.72000E-9,199.99999E-3,
,,,-3.70000E-9,4.28000,,,,,-3.70000E-9,199.99999E-3,
,,,-3.68000E-9,4.28000,,,,,-3.68000E-9,199.99999E-3,
,,,-3.66000E-9,4.28000,,,,,-3.66000E-9,199.99999E-3,
,,,-3.64000E-9,4.28000,,,,,-3.64000E-9,199.99999E-3,
,,,-3.62000E-9,4.28000,,,,,-3.62000E-9,239.99999E-3,
,,,-3.60000E-9,4.28000,,,,,-3.60000E-9,239.99999E-3,
,,,-3.58000E-9,4.28000,,,,,-3.58000E-9,239.99999E-3,
,,,-3.56000E-9,4.28000,,,,,-3.56000E-9,239.99999E-3,
,,,-3.54000E-9,4.28000,,,,,-3.54000E-9,239.99999E-3,
,,,-3.52000E-9,4.28000,,,,,-3.52000E-9,239.99999E-3,
,,,-3.50000E-9,4.28000,,,,,-3.50000E-9,239.99999E-3,
,,,-3.48000E-9,4.28000,,,,,-3.48000E-9,239.99999E-3,
,,,-3.46000E-9,4.28000,,,,,-3.46000E-9,239.99999E-3,
,,,-3.44000E-9,4.28000,,,,,-3.44000E-9,239.99999E-3,
,,,-3.42000E-9,4.28000,,,,,-3.42000E-9,239.99999E-3,
